Timestamp	Application	Package Name	Hidden	Boot Timestamp	Timezone	Total Power	Consumed Power	% Of Consumed	Foreground Usage (Seconds)	Background Usage (Seconds)	Battery Level (%)	Battery Status	Source File
2025-07-24 17:11:50		fake_package		2025-07-24 17:08:55	Europe/Dublin	0.0	0.0	0.0	0.0	0.0	100		/Users/roshan/Roshan/thesis/Mobile-forensics/backend/reports/aleapp/aleapp-1554ab/ALEAPP_Reports_2025-07-24_Thursday_215917/data/emulator_data/com.google.android.settings.intelligence/databases/battery-usage-db-v4
