Timestamp	File Name	File Path	Captured Timestamp (Local)	Timezone Offset	Width	Height	Size	Duration	Latitude	Longitude	Folder Name	Media Store ID	Trashed Timestamp	Purge Timestamp
2025-07-24 17:23:32	istockphoto-814423752-612x612.jpg	/storage/emulated/0/Download/istockphoto-814423752-612x612.jpg	2025-07-24 18:23:32	1	612	408	82942				Download	1000000068		
